,Title,ReleaseDate,Overview,VoteAverage,VoteCount,OriginalLanguage,Genres,Runtime,Tagline,Budget,Revenue,ProductionCompanies,ProductionCountries,SpokenLanguages,IMDBId
167,Pretty in Pink,1986-02-28,"Andie is an outcast, hanging out either with her older boss, who owns the record store where she works, or her quirky high school classmate Duckie, who has a crush on her. When one of the rich and popular kids at school, Blane, asks Andie out, it seems too good to be true. As Andie starts falling for Blane, she begins to realize that dating someone from a different social sphere is not easy.",6.734,1062,en,Romance;Drama;Comedy,97,The laughter. The lovers. The friends. The fights. The talk. The hurt. The jealousy. The passion. The pressure. The real world.,9000000.0,40471663.0,Paramount Pictures,United States of America,English,tt0091790
168,Broadcast News,1987-12-16,"Basket-case network news producer Jane Craig falls for new reporter Tom Grunnick, a pretty boy who represents the trend towards entertainment news she despises. Aaron Altman, a talented but plain correspondent, carries an unrequited torch for Jane. Sparks fly between the three as the network prepares for big changes, and both the news and Jane must decide between style and substance.",6.734,394,en,Comedy;Romance,133,It’s the story of their lives.,20000000.0,67330500.0,Amercent Films;American Entertainment Partners L.P.;Gracie Films;20th Century Fox,United States of America,English;Français;Deutsch;Español,tt0092699
169,The 'Burbs,1989-02-17,"When secretive new neighbors move in next door, suburbanite Ray Peterson and his friends let their paranoia get the best of them as they start to suspect the newcomers of evildoings and commence an investigation. But it's hardly how Ray, who much prefers drinking beer, reading his newspaper and watching a ball game on the tube expected to spend his vacation.",6.748,1183,en,Comedy;Horror;Thriller,102,He's a man of peace in a savage land... Suburbia.,18000000.0,49100000.0,Universal Pictures;Imagine Entertainment;Rollins-Morra-Brezner Productions,United States of America,English,tt0096734
170,Sid and Nancy,1986-09-12,"January 1978. After their success in England, the punk rock band Sex Pistols venture out on their tour of the southern United States. Temperamental bassist Sid Vicious is forced by his band mates to travel without his troubled girlfriend, Nancy Spungen, who will meet him in New York. When the band breaks up and Sid begins his solo career in a hostile city, the turbulent couple definitely falls into the depths of drug addiction.",6.75,488,en,Drama;Romance,114,Love Kills.,4000000.0,2826523.0,Initial Pictures;Zenith Entertainment,United Kingdom,English,tt0091954
171,All Dogs Go to Heaven,1989-11-17,"When a casino-owning dog named Charlie is murdered by his rival Carface, he finds himself in Heaven basically by default since all dogs go to heaven. However, since he wants to get back at his killer, he cons his way back to the living with the warning that doing that damns him to Hell. Once back, he teams with his old partner, Itchy, to prep his retaliation. He also stumbles onto an orphan girl who can talk to the animals, thus allowing him to get the inside info on the races to ensure his wins to finance his plans. However, all the while, he is still haunted by nightmares of what's waiting for him on the other side unless he can prove that he is worthy of Heaven again.",6.757,997,en,Drama;Animation;Family;Comedy;Fantasy,89,But not all dogs stay there!,13800000.0,27100027.0,Goldcrest;Sullivan Bluth Studios,Ireland;United Kingdom;United States of America,English,tt0096787
172,Romancing the Stone,1984-03-30,"Though she can spin wild tales of passionate romance, novelist Joan Wilder has no life of her own. Then one day adventure comes her way in the form of a mysterious package. It turns out that the parcel is the ransom she'll need to free her abducted sister, so Joan flies to South America to hand it over. But she gets on the wrong bus and winds up hopelessly stranded in the jungle.",6.758,1764,en,Romance;Comedy;Action;Adventure,106,"She's a girl from the big city. He's a reckless soldier of fortune. For a fabulous treasure, they share an adventure no one could imagine... or survive.",10000000.0,86572238.0,SLM Production Group;Nina Saxon Film Design;El Corazon Producciones S.A.;20th Century Fox,Mexico;United States of America,Français;English;Español,tt0088011
173,Before Stonewall,1984-09-15,"New York City's Stonewall Inn is regarded by many as the site of gay and lesbian liberation since it was at this bar that drag queens fought back against police June 27-28, 1969. This documentary uses extensive archival film, movie clips and personal recollections to construct an audiovisual history of the gay community before the Stonewall riots.",6.759,29,en,Documentary;History,87,Sin tagline,13112079.2,63838039.304709144,Center for the Study of Filmed History;Before Stonewall Inc.,United States of America,English,tt0088782
174,The Decline of the American Empire,1986-06-19,"Four very different Montreal university teachers gather at a rambling country house to prepare a dinner. Remy (married), Claude (a homosexual), Pierre (involved with a girlfriend) and Alain (a bachelor) discuss sex, the female body and their affairs with them. Meanwhile, their four female guests, Louise (Remy's wife of 15 years), Dominique (a spinster), Diane (a divorcée) and Danielle (Pierre's girlfriend) are spending the time at a downtown health gym. They also discuss sex, the female body and, naturally, men. Later in the evening, they finally meet at the country house and have dinner. A ninth guest, named Mario, who used to know Diane, drops in on the group for some talk and has a surprise of his own.",6.76,148,fr,Comedy;Drama,101,Sin tagline,13112079.2,63838039.304709144,Corporation Image M & M;Societe Radio Cinema,Canada,English;Français,tt0090985
175,Taps,1981-12-20,Military cadets take extreme measures to ensure the future of their academy when its existence is threatened by local condo developers.,6.764,258,en,War;Drama,126,"This school is our home, we think it's worth defending.",14000000.0,35900000.0,20th Century Fox,United States of America,English,tt0083169
176,Mr. India,1987-05-25,"A poor but big-hearted man takes orphans into his home. After discovering his scientist father's invisibility device, he rises to the occasion and fights to save his children and all of India from the clutches of a megalomaniac.",6.764,92,hi,Action;Science Fiction;Drama,179,Sin tagline,13112079.2,63838039.304709144,Narsimha Enterprises,India,हिन्दी,tt0093578
177,Atlantic City,1980-09-03,"In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger.",6.771,258,en,Crime;Drama;Romance,104,Where dreamers can be winners.,7200000.0,12729675.0,Canadian Film Development Corporation;Famous Players Limited;Selta Films;International Cinema Corporation (ICC);Cine-Neighbor;Paramount Pictures,Canada;France,Français;English,tt0080388
178,Prince of Darkness,1987-10-23,"A group of graduate students and scientists uncover an ancient canister in an abandoned church, but when they open it, they inadvertently unleash a strange liquid and an evil force on all of humanity.",6.772,965,en,Horror,102,Before man walked the earth... It slept for centuries. It is evil. It is real. It is awakening.,3000000.0,14182492.0,Universal Pictures;Alive Films;Larry Franco Productions;Carolco Pictures,United States of America,Latin;English,tt0093777
179,Sixteen Candles,1984-05-04,"With the occasion all but overshadowed by her sister's upcoming wedding, angst-ridden Samantha faces her 16th birthday with typical adolescent dread. Samantha pines for studly older boy Jake, but worries that her chastity will be a turnoff for the popular senior. Meanwhile, she must constantly rebuff the affections of nerdy Ted, who is unfortunately the only boy in school who seems to take an interest in her.",6.775,2031,en,Drama;Romance;Comedy,93,"Turning sixteen isn't easy, when you've fallen in love... for the first time.",6500000.0,23686027.0,Universal Pictures;Channel Productions,United States of America,English,tt0088128
180,Uncle Buck,1989-08-16,"Buck Russell, a lovable but slovenly bachelor, suddenly becomes the temporary caretaker of his nephew and nieces after a family emergency. His freewheeling attitude soon causes tension with his older niece Tia, loyal girlfriend Chanice and just about everyone else who crosses his path.",6.78,1140,en,Comedy;Drama;Family,100,He's crude. He's crass. He's family.,15000000.0,79300000.0,Hughes Entertainment,United States of America,English,tt0098554
181,History of the World: Part I,1981-06-12,"An uproarious version of history that proves nothing is sacred – not even the Roman Empire, the French Revolution and the Spanish Inquisition.",6.782,774,en,Comedy,92,"Ten million years in the making. The truth, the whole truth, and everything, but the truth!",11000000.0,31672907.0,Brooksfilms;20th Century Fox,United States of America,Français;Latin;English,tt0082517
182,Scrooged,1988-11-22,"Frank Cross is a wildly successful television executive whose cold ambition and curmudgeonly nature has driven away the love of his life. But after firing a staff member on Christmas Eve, Frank is visited by a series of ghosts who give him a chance to re-evaluate his actions and right the wrongs of his past.",6.797,1464,en,Fantasy;Comedy;Drama,101,The spirits will move you in odd and hysterical ways.,32000000.0,60300000.0,Paramount Pictures;Mirage Productions,United States of America,English,tt0096061
183,Diva,1981-03-11,"Jules, a young Parisian postman, secretly records a concert performance given by the opera singer Cynthia Hawkins, whom he idolises. The following day, Jules runs into a woman who is being pursued by armed thugs. Before she is killed, the woman slips an audio cassette into his mail bag...",6.8,222,fr,Action;Drama;Thriller,117,Her voice was his calling.,13112079.2,63838039.304709144,France 2;Greenwich Film Production;Les Films Galaxie,France,English;Français;Italiano,tt0082269
